PSID,year,DPROVI,DKABUP,y,CAPITAL,MATERIAL,va,l,k,m,i
65956,2012,36,3.0,16.944332,61822.422,13916499.0,15.596585,5.1179938,3.2958369,16.509668,0.0
65956,2013,36,3.0,17.16683,56923.152,15207784.0,15.830376,5.4380794,3.2958369,16.59075,0.0
65956,2014,36,3.0,17.141603,54031.816,1736898.3,17.044134,5.0498562,3.2958369,14.724321,0.0
65976,2011,36,71.0,17.029387,29265.379,6667132.0,16.194611,6.9679093,12.718896,15.960427,0.0
65976,2012,36,71.0,18.288528,28032.545,24156472.0,17.555038,6.9007306,13.355917,17.247789,0.0
65976,2013,36,71.0,18.591669,952316.06,17196214.0,18.06757,6.9679093,13.621925,16.798565,13.736774
65976,2014,36,71.0,18.102041,24500.0,2383454.0,18.042826,6.9660244,13.199325,15.177277,0.0
65976,2015,36,71.0,18.684299,24745.49,51934352.0,17.898767,6.9660244,15.184647,18.258707,5.5032573
65980,2012,36,71.0,15.343674,0.0,0.0,14.949326,6.1114674,11.621143,12.982467,0.0
65980,2013,36,71.0,16.05163,16722.408,0.0,15.618252,5.8260002,12.298784,13.737873,9.7245045
65980,2014,36,71.0,17.799318,15873.016,0.0,17.139452,6.1114674,14.939038,17.06662,0.0
65980,2015,36,71.0,17.829742,16032.064,0.0,17.04421,6.1114674,15.359116,17.40415,5.0692115
65982,2011,36,3.0,17.805603,3685.2288,0.0,16.736717,6.403574,13.489012,17.068129,0.0
65982,2012,36,3.0,17.791372,3529.9849,0.0,17.05788,6.403574,12.923134,16.750633,0.0
65982,2013,36,3.0,18.519981,3250.2424,0.0,17.670322,6.403574,13.731162,17.509697,0.0
65982,2014,36,3.0,18.091425,3085.1509,0.0,17.431559,6.403574,13.693062,17.358728,0.0
65982,2015,36,3.0,18.121851,3116.0642,0.0,17.336317,6.403574,14.113139,17.696257,3.4311874
65983,2012,36,3.0,16.575184,6000.1997,5420384.5,15.841693,5.187386,9.9275455,15.534445,0.0
65983,2013,36,3.0,17.303793,5524.6992,11579433.0,16.454134,5.187386,10.735592,16.293509,0.0
65983,2014,36,3.0,16.875237,5244.0796,9956850.0,16.21537,5.187386,10.697475,16.14254,0.0
65983,2015,36,3.0,16.905663,5296.6255,13954325.0,16.120129,5.187386,11.117555,16.480068,3.9616871
65984,2011,36,71.0,15.139698,0.0,1181194.6,14.070812,3.7376697,8.403801,14.402224,0.0
65984,2012,36,71.0,15.125468,0.0,859874.75,14.391976,3.7376697,7.8379488,14.084729,0.0
65984,2013,36,71.0,15.854077,0.0,1836928.4,15.004417,3.7376697,8.6459379,14.843793,0.0
65984,2014,36,71.0,15.425521,0.0,1579525.9,14.765655,3.7376697,8.6079473,14.692822,0.0
65984,2015,36,71.0,15.455946,0.0,2213673.8,14.670412,3.7376697,9.0279789,15.030352,0.0
65985,2011,36,71.0,16.017149,60673.281,4135540.5,14.948263,4.6151204,11.082096,15.279675,0.0
65985,2012,36,71.0,16.00292,58117.359,3010550.3,15.269427,4.6151204,10.516211,14.96218,0.0
65985,2013,36,71.0,16.731527,53511.707,6431364.0,15.881868,4.6151204,11.324232,15.721244,0.0
65985,2014,36,71.0,16.302971,50793.652,5530160.5,15.643106,4.6151204,11.286138,15.570273,0.0
65985,2015,36,71.0,16.333397,51302.605,7750409.0,15.547863,4.6151204,11.706212,15.907803,6.2323561
65988,2011,36,71.0,14.697865,1606.8939,1039616.8,13.62898,3.2958369,9.1121759,13.960391,0.0
65988,2012,36,71.0,14.683636,1539.2019,756810.69,13.950144,3.2958369,8.5463638,13.642897,0.0
65988,2013,36,71.0,15.412244,1417.2241,1616755.1,14.562585,3.2958369,9.3543539,14.401959,0.0
65988,2014,36,71.0,14.983688,1345.238,1390205.3,14.323822,3.2958369,9.3162308,14.25099,0.0
65988,2015,36,71.0,15.014112,1358.7174,1948344.4,14.22858,3.2958369,9.736311,14.588519,2.6011603
65991,2011,36,71.0,16.357811,142.203,3953247.3,15.428703,4.4308167,9.546813,15.445435,0.0
65991,2012,36,71.0,15.818616,136.21255,2027856.4,15.085124,4.4308167,8.1053076,14.777876,0.0
65991,2013,36,71.0,16.125671,13377.927,2669004.8,15.275258,3.7841897,9.392662,15.116451,9.491127
65991,2014,36,71.0,16.144325,0.0,3274848.8,15.612366,4.2904596,9.6803436,15.252374,0.0
65991,2015,36,71.0,16.005323,0.0,3022268.5,15.653,3.1354942,9.5261726,15.171604,0.0
65992,2011,36,71.0,13.225097,1241.9916,0.0,12.615523,3.4011974,9.4860764,11.510618,0.0
65992,2012,36,71.0,17.074774,1189.6714,0.0,16.341282,5.6869755,13.101892,16.034035,0.0
65992,2013,36,71.0,13.330365,1264.281,0.0,12.985788,3.2580965,9.1798811,9.701849,4.3122692
65992,2014,36,71.0,17.374826,1200.0635,0.0,16.71496,5.6869755,15.562413,16.642128,0.0
65992,2015,36,71.0,17.405251,1212.0881,0.0,16.619719,5.6869755,15.982491,16.979658,2.4869595
65996,2012,36,71.0,15.076678,0.0,0.0,14.343186,3.6888795,12.28637,14.035938,0.0
65996,2013,36,71.0,15.805286,0.0,0.0,14.955627,3.6888795,13.094396,14.795003,0.0
65996,2014,36,71.0,15.376731,0.0,0.0,14.716865,3.6888795,13.056296,14.644032,0.0
65996,2015,36,71.0,15.407155,0.0,0.0,14.621622,3.6888795,13.476373,14.981562,0.0
65997,2011,36,3.0,16.712868,7483.0254,13215540.0,14.830476,5.6383548,10.471128,16.442547,0.0
65997,2015,36,3.0,16.807299,8766.5254,13920814.0,15.761732,5.655992,4.4308167,16.514061,0.0
66004,2011,36,74.0,13.278787,8761.6016,0.0,12.757525,3.713572,9.9617567,11.027683,0.0
66004,2012,36,74.0,15.05136,8392.5098,0.0,14.317869,3.6635616,12.322388,14.010621,0.0
66004,2013,36,74.0,15.779969,7727.4248,0.0,14.93031,3.6635616,13.130415,14.769685,0.0
66004,2014,36,74.0,15.351413,7334.9204,0.0,14.691546,3.6635616,13.092317,14.618715,0.0
66004,2015,36,74.0,15.381838,7408.417,0.0,14.596304,3.6635616,13.512393,14.956244,4.2972388
66005,2011,36,74.0,14.54494,7676.7534,1005131.4,13.163309,4.0943446,9.449357,14.059979,0.0
66005,2012,36,74.0,15.482143,7353.3623,1471883.0,14.748652,4.0943446,9.1430244,14.441403,0.0
66005,2013,36,74.0,14.5683,6770.627,715396.31,13.563086,3.6109178,10.085809,13.743034,0.0
66005,2014,36,74.0,14.325935,6426.7222,814973.5,13.349124,4.0943446,9.66922,13.850262,0.0
66005,2015,36,74.0,15.81262,6491.1182,3789238.3,15.027087,4.0943446,10.333059,15.387027,4.1650515
66006,2011,36,3.0,17.708303,0.0,0.0,16.639418,6.3062754,14.315083,16.970829,0.0
66006,2012,36,3.0,17.694075,0.0,0.0,16.960583,6.3062754,13.749207,16.653336,0.0
66006,2013,36,3.0,18.422682,0.0,0.0,17.573023,6.3062754,14.557233,17.412399,0.0
66006,2014,36,3.0,17.994127,0.0,0.0,17.334259,6.3062754,14.519134,17.261429,0.0
66006,2015,36,3.0,18.024551,0.0,0.0,17.239017,6.3062754,14.93921,17.598957,0.0
66007,2011,36,3.0,18.629644,0.0,75981128.0,16.874086,7.377759,12.904538,18.318304,0.0
66007,2012,36,3.0,18.628973,222694.3,45570072.0,17.838163,7.2591162,12.897323,17.684576,12.313556
66007,2013,36,3.0,19.570988,26267.768,189888416.0,18.080456,7.3158836,13.135512,19.072056,0.0
66007,2014,36,3.0,18.946968,24933.531,80531656.0,18.287102,7.2591162,11.589238,18.21427,0.0
66007,2015,36,3.0,18.977392,25183.367,112863496.0,18.191858,7.2591162,12.00931,18.551798,5.5208044
66342,2013,51,71.0,13.994637,0.0,751226.13,12.20583,3.0445225,12.00931,13.604517,0.0
66342,2014,51,71.0,14.732374,0.0,1115285.3,14.072507,3.0445225,12.00931,13.999676,0.0
66342,2015,51,71.0,14.762798,0.0,1563049.0,13.977265,3.0445225,12.00931,14.337204,0.0
66356,2011,51,2.0,14.446551,1569.9211,894925.81,13.377665,3.0445225,7.1754899,13.709077,0.0
66364,2011,51,3.0,13.526493,640.86157,105465.17,12.866124,3.6635616,8.9038153,12.013135,0.0
66364,2012,51,3.0,13.800159,2251.4666,99311.133,13.381028,3.8066626,8.8202562,11.648922,7.3843651
66364,2013,51,3.0,13.926166,2258.3613,222559.58,13.333982,3.713572,8.9871969,12.38094,1.930764
66364,2014,51,3.0,13.407474,613.49207,94753.914,13.154717,3.713572,8.9038153,11.893573,0.0
66364,2015,51,3.0,13.633735,588.65729,220727.69,13.440513,3.5553482,8.9457235,12.516031,0.0
66365,2011,51,3.0,17.141748,3696.9463,16245879.0,15.434623,5.2149358,10.218298,16.812811,0.0
66365,2012,51,3.0,16.889507,5672.6538,3891341.5,16.183483,5.1357985,9.9987974,15.796887,7.5886817
66365,2013,51,3.0,15.866505,5223.1104,1177078.0,14.763335,5.1416636,9.9987974,15.130754,0.0
66365,2014,51,3.0,16.231098,9081.1904,270927.66,16.118475,4.7706847,9.6468515,13.956614,8.257925
66365,2015,51,3.0,16.848078,8709.0098,915530.25,16.790297,4.9126549,12.701229,15.339051,0.0
66366,2011,51,3.0,13.968377,711.01501,24467.377,13.492509,3.1780539,8.9618788,11.222629,0.0
66368,2011,51,3.0,14.803226,21481.461,1266803.5,13.73434,3.4011974,7.9094896,14.065752,0.0
66369,2011,51,3.0,16.879799,15174.929,37549.164,16.430464,4.6443911,11.512925,13.643497,0.0
66369,2012,51,3.0,16.272392,18207.08,1361970.6,15.786725,4.882802,6.9275579,14.517136,8.0170279
66371,2011,51,3.0,13.946368,10342.898,381463.72,13.071106,3.4965076,9.6485949,12.949462,0.0
66371,2012,51,3.0,14.000174,9907.1934,383200.13,13.237779,3.4965076,9.7699566,13.009863,0.0
66371,2013,51,3.0,13.996259,9045.9863,358499.25,13.183488,3.4339871,9.7699566,12.931503,0.0
66371,2014,51,3.0,14.040089,51190.477,305706.5,13.714394,3.3322046,10.504108,12.748576,10.648859
66371,2015,51,3.0,15.050481,51703.406,1996070.3,14.264947,3.3322046,11.194523,14.624887,6.240139
66375,2011,51,3.0,13.393831,1895.092,239832.8,12.469078,3.0910425,9.4687738,12.475043,0.0
66375,2012,51,3.0,13.35638,1715.3702,227713.92,12.563664,3.0910425,9.1228199,12.41494,0.0
66375,2013,51,3.0,13.314993,1504.1807,214973.81,12.423008,3.0910425,9.2171173,12.361531,0.0
66375,2014,51,3.0,14.778893,1427.7778,1158846.5,14.119027,3.0910425,10.252523,14.046196,0.0
66375,2015,51,3.0,14.809319,1442.0842,1624100.6,14.023785,3.0910425,10.6726,14.383724,2.6607068
66376,2011,51,3.0,16.162207,28411.061,3721201.0,15.142052,5.5984221,11.463378,15.369839,0.0
66376,2012,51,3.0,16.095242,18022.611,4301607.5,14.698742,5.3471074,11.334994,15.685753,0.0
66376,2013,51,3.0,16.151026,14616.037,4378034.5,15.133037,5.0625949,11.355441,15.338419,0.0
66376,2014,51,3.0,15.85005,12538.223,3150686.0,15.226865,5.2781148,4.6443911,15.076204,0.0
66376,2015,51,3.0,15.591733,11367.158,1810134.1,15.371127,5.1239638,11.761909,14.532594,0.0
66377,2011,51,3.0,15.069567,3727.2642,2425886.0,13.211722,3.583519,10.312944,14.791833,0.0
66377,2012,51,3.0,15.693675,3527.2153,2322964.3,14.792207,3.583519,10.383658,14.900359,0.0
66377,2013,51,3.0,15.269966,2916.4297,0.0,14.624023,3.5553482,10.301458,13.875825,0.0
66377,2014,51,3.0,15.706791,30451.523,4076381.0,14.652119,3.6375861,12.649453,15.275636,10.223217
66377,2015,51,3.0,15.429731,0.0,3753394.3,14.212891,3.583519,11.135479,15.200136,0.0
66378,2011,51,3.0,14.769324,1746.196,1221812.3,13.700438,3.3672957,8.303257,14.031851,0.0
66382,2011,51,71.0,13.466402,2654.4561,106966.8,12.848715,3.4011974,9.2103405,11.787627,0.0
66382,2012,51,71.0,14.434873,753.75494,0.0,13.964675,3.8286414,9.268609,12.602628,0.0
66382,2013,51,71.0,14.931176,0.0,859388.25,14.216483,3.583519,9.2103405,13.692914,0.0
66382,2014,51,71.0,14.796377,10793.65,2073369.4,13.248933,3.2188759,9.4955196,14.555202,9.2867136
66382,2015,51,71.0,14.138014,20160.32,966082.81,13.198482,3.1354942,8.8818359,13.796956,9.1449127
66399,2012,51,71.0,13.579637,15060.569,137466.97,13.045228,2.9957323,8.7640533,12.028204,0.0
66399,2013,51,71.0,13.835147,14076.087,242437.05,13.160486,3.0445225,8.3893595,12.510415,0.0
66399,2014,51,71.0,13.563424,22884.92,238903.97,13.140335,2.9957323,8.3893595,12.490693,9.0835104
66399,2015,51,71.0,13.386026,26737.475,178204.05,13.206376,3.0910425,9.3501024,12.237341,8.2564917
66401,2011,51,71.0,13.50434,18164.064,298464.38,12.412429,3.4011974,10.380963,12.790921,0.0
66401,2012,51,71.0,13.451946,17420.678,288236.47,12.463411,3.4011974,10.093281,12.753871,0.0
66401,2013,51,71.0,13.766383,16285.953,273026.88,12.906412,3.4011974,10.316424,12.77047,0.0
66401,2014,51,71.0,13.60926,19085.715,309480.66,12.927302,3.4011974,10.524064,12.899861,7.9372897
66401,2015,51,71.0,13.470256,19076.553,284959.69,12.989309,3.4011974,10.524064,12.79612,0.0
66413,2011,51,71.0,15.871679,7596.9209,1527566.0,15.164002,5.0238805,10.186107,14.508075,0.0
66413,2012,51,71.0,16.139652,6529.8306,1468654.5,15.623405,5.0369525,9.9111576,14.518169,0.0
66413,2013,51,71.0,15.394939,7675.2007,1334349.4,14.570424,4.8202815,10.193392,14.348071,7.0434833
66413,2014,51,71.0,15.262631,6608.5239,795386.44,14.927954,4.7361984,10.803893,13.994413,0.0
66413,2015,51,71.0,15.091022,6066.3486,588637.06,15.01074,4.7095304,10.78328,13.662771,0.0
66415,2011,51,71.0,13.644046,1309.4526,233255.59,12.882539,3.0910425,8.6827078,12.420599,0.0
66415,2014,51,71.0,15.849188,0.0,5385636.5,14.515652,4.3820267,11.761332,15.541018,0.0
66415,2015,51,71.0,15.804014,0.0,5454797.0,14.648326,4.3820267,11.856643,15.553387,0.0
66417,2011,51,71.0,15.146412,34083.414,2208500.5,13.71252,4.1271343,10.491274,14.691929,0.0
67034,2012,74,2.0,13.096609,558.4715,125233.78,12.490448,3.583519,6.1092477,11.77281,0.0
67034,2014,74,2.0,15.425521,992.06348,1958067.5,14.765655,3.7376697,8.2992859,14.692822,0.0
67034,2015,74,2.0,15.455946,1002.004,2744193.0,14.670412,3.7376697,8.7193174,15.030352,2.2966225
67307,2011,31,75.0,19.332115,0.0,115925672.0,18.263229,7.3132205,13.572446,18.594643,0.0
67307,2012,31,75.0,17.950186,0.0,1996712.1,17.591518,7.5186071,10.308952,15.163265,0.0
67307,2013,31,75.0,18.472069,116016.57,0.0,18.133156,7.4241652,12.957771,14.64253,11.661489
67307,2014,31,75.0,18.257772,0.0,0.0,18.227417,7.4253578,13.76733,14.607872,0.0
67307,2015,31,75.0,19.143635,0.0,0.0,18.358101,7.4253578,16.387074,18.71804,0.0
67310,2011,31,73.0,13.961099,1355.6687,287297.56,13.165358,3.4965076,10.23996,12.814223,0.0
67310,2012,31,73.0,16.367275,959.68109,10412933.0,14.305377,3.583519,10.434115,16.174358,0.0
67310,2013,31,73.0,16.631002,209.79933,10833737.0,14.928307,3.4657359,10.203592,16.213842,0.0
67310,2014,31,73.0,14.223817,1071.4286,588013.25,13.576821,3.583519,10.491274,13.477043,6.7588253
67310,2015,31,73.0,14.591741,1034.0681,1224266.8,13.896105,3.5553482,11.711777,14.106253,0.0
67318,2011,31,74.0,14.39776,0.0,0.0,13.328875,2.9957323,12.354079,13.660286,0.0
67318,2012,31,74.0,14.478841,0.0,0.0,13.74535,3.0910425,11.88351,13.438102,0.0
67318,2013,31,74.0,17.72221,0.0,0.0,16.872551,5.6058021,15.2063,16.711926,0.0
67318,2014,31,74.0,17.293653,0.0,0.0,16.633787,5.6058021,15.1682,16.560955,0.0
67318,2015,31,74.0,14.394445,15791.583,949819.25,13.775722,3.1780539,10.165852,13.84985,9.6672325
67320,2011,31,74.0,17.486528,0.0,16730879.0,16.417643,6.0844994,11.682323,16.749054,0.0
67320,2012,31,74.0,17.472298,0.0,12179583.0,16.738806,6.0844994,11.116677,16.431559,0.0
67320,2013,31,74.0,18.200907,0.0,26018938.0,17.351248,6.0844994,11.924697,17.190622,0.0
67320,2014,31,74.0,17.77235,0.0,22373000.0,17.112484,6.0844994,11.886597,17.039652,0.0
67320,2015,31,74.0,17.802776,0.0,31355308.0,17.017242,6.0844994,12.306673,17.377182,0.0
67322,2011,31,73.0,13.243258,0.0,272956.19,11.967735,3.0910425,9.1695185,12.68784,0.0
67322,2012,31,73.0,13.270908,0.0,253360.58,12.234832,2.9957323,9.2103405,12.618155,0.0
67322,2013,31,73.0,13.406381,0.0,106472.88,12.514256,3.5553482,9.392662,12.453096,0.0
67322,2014,31,73.0,13.744124,0.0,70398.547,13.638714,3.4965076,9.392662,11.404473,0.0
67322,2015,31,73.0,13.016279,0.0,66027.242,12.996525,3.0910425,9.3056507,11.348786,0.0
67327,2011,31,73.0,16.788557,2161.4856,9616772.0,15.686737,3.583519,9.2103405,16.085148,0.0
67327,2012,31,73.0,13.148306,2070.4309,39934.242,12.639093,3.1780539,9.6158056,11.497938,0.0
67327,2014,31,73.0,13.247397,0.0,19142.51,13.08861,3.5553482,10.085809,11.304496,0.0
67327,2015,31,73.0,13.585871,0.0,257158.73,13.391435,3.8066626,8.2940493,12.470872,0.0
67330,2011,31,74.0,14.867764,0.0,893547.06,13.798879,3.4657359,10.602294,14.130291,0.0
67331,2011,31,73.0,14.176939,35849.379,906187.56,12.631163,3.2188759,10.373491,13.779992,0.0
67331,2012,31,73.0,14.310326,18520.367,1009403.6,12.961432,2.9957323,10.021271,13.876276,0.0
67331,2013,31,73.0,14.261413,18979.934,758598.13,13.044695,3.0910425,10.106428,13.611207,6.1302834
67331,2014,31,73.0,14.112255,18988.096,595184.13,13.439791,3.0910425,11.0021,13.392973,2.0995026
67331,2015,31,73.0,14.454214,19178.357,486169.0,14.315727,3.1354942,9.392662,13.202278,5.2484007
67449,2011,32,4.0,14.957376,7133.8511,1383071.5,13.888491,3.5553482,9.8047714,14.219902,0.0
67449,2012,32,4.0,14.943147,6833.3301,1006835.4,14.209655,3.5553482,9.2389278,13.902408,0.0
67449,2013,32,4.0,15.671756,6291.8062,2150878.0,14.822097,3.5553482,10.046938,14.661471,0.0
67456,2011,32,4.0,15.293849,5799.228,1872885.4,14.224962,3.8918202,10.833997,14.556375,0.0
67456,2012,32,4.0,15.279619,5554.9297,1363404.8,14.546127,3.8918202,10.26813,14.238879,0.0
67462,2012,32,73.0,14.431845,12320.426,757366.19,13.568483,3.4965076,8.6222734,13.590864,0.0
67473,2011,32,73.0,17.822023,66658.789,0.0,16.753138,6.4199948,14.937923,17.084549,0.0
67473,2012,32,73.0,17.807793,63850.719,0.0,17.074303,6.4199948,14.372047,16.767054,0.0
67473,2013,32,73.0,15.917226,121239.81,0.0,15.51403,6.0661082,12.233844,13.327244,10.957609
67473,2014,32,73.0,15.243199,115081.59,0.0,14.583333,3.5553482,12.728609,14.510502,0.0
67473,2015,32,73.0,16.982546,0.0,3260330.0,16.867205,6.3456364,13.155961,15.665374,0.0
67474,2012,32,73.0,14.367251,11893.418,794190.88,13.397497,3.1780539,8.6869364,13.650061,0.0
67474,2015,32,73.0,14.126784,17737.596,659273.69,13.618173,3.3672957,9.4696226,13.481547,0.0
67475,2011,32,73.0,15.560911,0.0,2359319.0,14.492025,4.1588831,11.057645,14.823438,0.0
67475,2012,32,73.0,15.546681,0.0,1717514.0,14.81319,4.1588831,10.491746,14.505942,0.0
67476,2011,32,4.0,19.396654,1014253.9,120473464.0,18.327768,7.377759,13.702438,18.659182,0.0
67476,2012,32,4.0,18.163935,563828.94,11932316.0,17.67627,8.0159874,9.6064281,16.418114,0.0
67476,2013,32,4.0,20.176918,1388029.3,159118320.0,19.344343,8.0608559,13.757477,19.142025,13.622169
67476,2014,32,4.0,19.751076,223047.52,324930720.0,17.266983,7.7972913,15.276617,19.662794,0.0
67476,2015,32,4.0,19.515568,225282.45,183238960.0,18.730034,7.7972913,13.099541,19.089973,7.7119684
67480,2013,32,17.0,14.686862,90133.781,70032.961,14.248173,5.6524892,9.3056507,12.413981,0.0
67480,2014,32,17.0,16.425451,19174.604,186304.33,16.39537,5.6903596,12.314708,12.765226,0.0
67480,2015,32,17.0,17.408636,19366.734,12647265.0,16.623102,5.6903596,15.165261,16.983042,5.2581768
67482,2011,32,1.0,16.977978,0.0,0.0,15.909091,5.5759492,14.584943,16.240503,0.0
67482,2012,32,1.0,16.963747,0.0,0.0,16.230257,5.5759492,14.019067,15.923009,0.0
67483,2011,32,4.0,14.294954,4171.2881,1132367.9,12.624082,3.2580965,8.0063677,13.952058,0.0
67483,2012,32,4.0,14.222566,4531.3379,1096434.5,12.577742,2.9957323,8.833025,13.916919,5.8862424
67483,2013,32,4.0,14.386966,6116.2207,1250128.5,12.40241,3.1780539,8.4763708,14.048243,7.3682656
67483,2014,32,4.0,14.155871,6424.603,1127083.3,12.48416,3.1354942,8.6602545,13.945951,5.7313404
67483,2015,32,4.0,14.019305,7014.0278,1041525.6,12.520325,3.0445225,8.6602545,13.867725,6.3791471
67484,2011,32,4.0,13.833131,2772.9587,644128.19,11.911706,2.9957323,7.2442274,13.574123,0.0
67484,2012,32,4.0,14.383531,2656.145,511100.63,13.65004,2.9957323,6.3561077,13.342792,0.0
67485,2012,32,2.0,18.133036,0.0,0.0,17.399544,6.7452364,14.424359,17.092297,0.0
67485,2013,32,2.0,18.861643,0.0,0.0,18.011984,6.7452364,15.232386,17.85136,0.0
67485,2014,32,2.0,18.433088,0.0,0.0,17.77322,6.7452364,15.194286,17.70039,0.0
67485,2015,32,2.0,18.463512,0.0,0.0,17.677979,6.7452364,15.614363,18.037918,0.0
67486,2011,32,2.0,18.373158,2844.0601,42261664.0,17.358892,7.100852,12.337101,17.573757,0.0
67486,2012,32,2.0,18.011311,0.0,1055835.6,17.6154,7.3218498,12.765689,15.664891,0.0
67486,2013,32,2.0,18.080641,0.0,0.0,17.748062,7.4792995,12.594419,13.962943,0.0
67486,2014,32,2.0,18.139868,0.0,0.0,18.12327,7.5234814,12.957489,13.758904,0.0
67486,2015,32,2.0,19.241756,0.0,0.0,18.456224,7.5234814,17.418932,18.816164,0.0
67487,2011,32,2.0,18.80674,0.0,0.0,17.737854,6.7878451,16.357906,18.069267,0.0
67487,2012,32,2.0,18.175644,0.0,0.0,17.442152,6.7878451,15.175163,17.134905,0.0
67487,2013,32,2.0,19.471176,540919.75,29959804.0,19.028685,7.4342575,10.922335,17.22644,13.201026
67487,2014,32,2.0,19.83301,513444.44,195141920.0,19.173143,7.4342575,12.269718,19.100311,0.0
67487,2015,32,2.0,20.322632,518589.19,432877184.0,19.5371,6.8330317,13.148992,19.897038,8.5457325
67489,2011,32,1.0,14.588731,5753.5337,1572942.6,12.835709,3.1354942,8.2160883,14.276499,0.0
67489,2012,32,1.0,14.536338,5965.2021,1499397.6,12.897257,3.2188759,9.1470814,14.228673,5.355021
67489,2013,32,1.0,14.612091,4239.1304,1427750.6,12.950292,3.2188759,8.3187418,14.180965,0.0
67489,2014,32,1.0,14.567553,5079.3652,1317028.9,13.567801,3.2188759,8.3187418,14.105567,6.7336817
67489,2015,32,1.0,14.937152,5130.2607,1976581.8,14.151618,3.2188759,8.0093632,14.511558,3.9297748
67490,2012,32,4.0,14.460204,12849.385,1020541.8,13.245902,3.4339871,11.813786,13.945967,0.0
67490,2013,32,4.0,13.856626,6714.0469,405610.97,12.890285,3.1354942,8.9789124,12.990765,0.0
67490,2014,32,4.0,14.732374,6373.0161,1112434.3,14.072507,3.0445225,9.6560516,13.999676,0.0
67490,2015,32,4.0,14.762798,6436.8735,1559054.0,13.977265,3.0445225,10.076138,14.337204,4.1566529
67491,2011,32,16.0,16.758615,0.0,8956218.0,15.689729,5.3565865,10.119486,16.021141,0.0
67491,2012,32,16.0,16.744385,0.0,6519860.5,16.010893,5.3565865,9.5536461,15.703646,0.0
67491,2013,32,16.0,17.472994,0.0,13928215.0,16.623335,5.3565865,10.36164,16.462709,0.0
67491,2014,32,16.0,17.044437,0.0,11976505.0,16.384571,5.3565865,10.323545,16.311739,0.0
67491,2015,32,16.0,17.074862,0.0,16784832.0,16.28933,5.3565865,10.743631,16.649269,0.0
67492,2011,32,1.0,18.100296,61384.297,0.0,17.03141,6.6982679,15.41078,17.362822,0.0
67492,2012,32,1.0,18.086067,58798.422,0.0,17.352575,6.6982679,14.844904,17.045328,0.0
67492,2013,32,1.0,18.814676,54138.797,0.0,17.965015,6.6982679,15.652931,17.804392,0.0
67492,2014,32,1.0,18.38612,51388.891,0.0,17.726254,6.6982679,15.614831,17.653421,0.0
67492,2015,32,1.0,18.416544,51903.809,0.0,17.63101,6.6982679,16.034908,17.99095,6.2440076
67493,2012,32,73.0,14.371339,2342.856,1010559.9,13.020082,3.5263605,10.94166,13.938551,0.0
67493,2015,32,73.0,14.950974,34140.281,1285029.1,14.610742,3.4339871,10.568235,14.099664,0.0
67494,2011,32,1.0,14.39776,1877.0797,853522.5,13.328875,2.9957323,5.7397928,13.660286,0.0
67494,2012,32,1.0,14.383531,1798.0059,621339.56,13.65004,2.9957323,5.1761498,13.342792,0.0
67494,2013,32,1.0,15.11214,1655.5184,1327352.6,14.262481,2.9957323,5.9814143,14.101855,0.0
67494,2014,32,1.0,14.683583,1571.4286,1141355.6,14.023717,2.9957323,5.9454207,13.950886,0.0
67494,2015,32,1.0,14.714008,1587.1743,1599587.1,13.928474,2.9957323,6.3647509,14.288414,2.7565691
67496,2011,32,1.0,16.600525,0.0,0.0,15.531639,5.1984968,13.25884,15.863051,0.0
67496,2012,32,1.0,16.586296,0.0,0.0,15.852804,5.1984968,12.692965,15.545556,0.0
67496,2013,32,1.0,17.314905,0.0,0.0,16.465246,5.1984968,13.50099,16.304621,0.0
67496,2014,32,1.0,16.886349,0.0,0.0,16.226482,5.1984968,13.462891,16.15365,0.0
67496,2015,32,1.0,16.916773,0.0,0.0,16.131239,5.1984968,13.882967,16.491179,0.0
67497,2011,32,73.0,14.193629,30061.715,737316.88,13.030738,3.5263605,8.1016779,13.547791,0.0
67497,2012,32,73.0,14.363181,2716.26,1018802.4,13.081921,3.2958369,8.8046255,13.890987,0.0
67497,2013,32,73.0,15.642768,2501.0034,2138541.5,14.793109,3.5263605,8.7937641,14.632483,0.0
67497,2014,32,73.0,15.214211,2373.9683,1838875.1,14.554345,3.5263605,8.7555799,14.481514,0.0
67497,2015,32,73.0,15.244637,2397.7556,2577146.3,14.459104,3.5263605,9.1757488,14.819042,3.1691542
67499,2011,32,2.0,19.108973,70162.961,71492528.0,18.040087,7.0900769,15.976139,18.371498,0.0
67499,2012,32,2.0,18.477875,67207.281,28084856.0,17.744385,7.0900769,14.793396,17.437136,0.0
67499,2013,32,2.0,18.746866,61881.273,37889548.0,17.897207,5.9661469,15.141804,17.736582,0.0
67499,2014,32,2.0,18.70153,58738.094,47795292.0,18.041664,5.9661469,15.486925,17.968832,0.0
67499,2015,32,2.0,19.084183,59326.652,95266872.0,18.298649,3.6635616,16.259228,18.658588,6.3776765
67500,2012,32,2.0,16.799044,61250.25,0.0,16.491861,6.1312265,11.582452,12.403278,0.0
67500,2013,32,2.0,18.375988,56396.32,0.0,17.526329,6.2595816,15.815663,17.365705,0.0
67500,2014,32,2.0,17.947433,53531.746,0.0,17.287565,6.2595816,15.777564,17.214735,0.0
67500,2015,32,2.0,17.977858,54068.137,0.0,17.192324,6.2595816,16.197641,17.552263,6.2848625
